date,Bullish,Bearish
2021-09-29,63,32
2021-09-30,63,32
2021-10-01,63,32
2021-10-02,63,32
2021-10-03,67,31
2021-10-04,67,31
2021-10-05,67,31
2021-10-06,67,31
2021-10-07,67,31
2021-10-08,67,31
2021-10-09,67,31
2021-10-10,66,28
2021-10-11,66,28
2021-10-12,66,28
2021-10-13,66,28
2021-10-14,66,28
2021-10-15,66,28
2021-10-16,66,28
2021-10-17,65,34
2021-10-18,65,34
2021-10-19,65,34
2021-10-20,65,34
2021-10-21,65,34
2021-10-22,65,34
2021-10-23,65,34
2021-10-24,67,29
2021-10-25,67,29
2021-10-26,67,29
2021-10-27,67,29
2021-10-28,67,29
2021-10-29,67,29
2021-10-30,67,29
2021-10-31,72,31
2021-11-01,72,31
2021-11-02,72,31
2021-11-03,72,31
2021-11-04,72,31
2021-11-05,72,31
2021-11-06,72,31
2021-11-07,72,32
2021-11-08,72,32
2021-11-09,72,32
2021-11-10,72,32
2021-11-11,72,32
2021-11-12,72,32
2021-11-13,72,32
2021-11-14,67,38
2021-11-15,67,38
2021-11-16,67,38
2021-11-17,67,38
2021-11-18,67,38
2021-11-19,67,38
2021-11-20,67,38
2021-11-21,60,32
2021-11-22,60,32
2021-11-23,60,32
2021-11-24,60,32
2021-11-25,60,32
2021-11-26,60,32
2021-11-27,60,32
2021-11-28,71,35
2021-11-29,71,35
2021-11-30,71,35
2021-12-01,71,35
2021-12-02,71,35
2021-12-03,71,35
2021-12-04,71,35
2021-12-05,64,35
2021-12-06,64,35
2021-12-07,64,35
2021-12-08,64,35
2021-12-09,64,35
2021-12-10,64,35
2021-12-11,64,35
2021-12-12,59,31
2021-12-13,59,31
2021-12-14,59,31
2021-12-15,59,31
2021-12-16,59,31
2021-12-17,59,31
2021-12-18,59,31
2021-12-19,55,31
2021-12-20,55,31
2021-12-21,55,31
2021-12-22,55,31
2021-12-23,55,31
2021-12-24,55,31
2021-12-25,55,31
2021-12-26,62,33
2021-12-27,62,33
2021-12-28,62,33
2021-12-29,62,33
2021-12-30,62,33
2021-12-31,62,33
2022-01-01,62,33
2022-01-02,84,43
2022-01-03,84,43
2022-01-04,84,43
2022-01-05,84,43
2022-01-06,84,43
2022-01-07,84,43
2022-01-08,84,43
2022-01-09,88,40
2022-01-10,88,40
2022-01-11,88,40
2022-01-12,88,40
2022-01-13,88,40
2022-01-14,88,40
2022-01-15,88,40
2022-01-16,80,44
2022-01-17,80,44
2022-01-18,80,44
2022-01-19,80,44
2022-01-20,80,44
2022-01-21,80,44
2022-01-22,80,44
2022-01-23,83,52
2022-01-24,83,52
2022-01-25,83,52
2022-01-26,83,52
2022-01-27,83,52
2022-01-28,83,52
2022-01-29,83,52
2022-01-30,85,43
2022-01-31,85,43
2022-02-01,85,43
2022-02-02,85,43
2022-02-03,85,43
2022-02-04,85,43
2022-02-05,85,43
2022-02-06,83,45
2022-02-07,83,45
2022-02-08,83,45
2022-02-09,83,45
2022-02-10,83,45
2022-02-11,83,45
2022-02-12,83,45
2022-02-13,71,42
2022-02-14,71,42
2022-02-15,71,42
2022-02-16,71,42
2022-02-17,71,42
2022-02-18,71,42
2022-02-19,71,42
2022-02-20,68,42
2022-02-21,68,42
2022-02-22,68,42
2022-02-23,68,42
2022-02-24,68,42
2022-02-25,68,42
2022-02-26,68,42
2022-02-27,62,37
2022-02-28,62,37
2022-03-01,62,37
2022-03-02,62,37
2022-03-03,62,37
2022-03-04,62,37
2022-03-05,62,37
2022-03-06,70,43
2022-03-07,70,43
2022-03-08,70,43
2022-03-09,70,43
2022-03-10,70,43
2022-03-11,70,43
2022-03-12,70,43
2022-03-13,69,35
2022-03-14,69,35
2022-03-15,69,35
2022-03-16,69,35
2022-03-17,69,35
2022-03-18,69,35
2022-03-19,69,35
2022-03-20,69,40
2022-03-21,69,40
2022-03-22,69,40
2022-03-23,69,40
2022-03-24,69,40
2022-03-25,69,40
2022-03-26,69,40
2022-03-27,69,35
2022-03-28,69,35
2022-03-29,69,35
2022-03-30,69,35
2022-03-31,69,35
2022-04-01,69,35
2022-04-02,69,35
2022-04-03,74,39
2022-04-04,74,39
2022-04-05,74,39
2022-04-06,74,39
2022-04-07,74,39
2022-04-08,74,39
2022-04-09,74,39
2022-04-10,63,35
2022-04-11,63,35
2022-04-12,63,35
2022-04-13,63,35
2022-04-14,63,35
2022-04-15,63,35
2022-04-16,63,35
2022-04-17,68,39
2022-04-18,68,39
2022-04-19,68,39
2022-04-20,68,39
2022-04-21,68,39
2022-04-22,68,39
2022-04-23,68,39
2022-04-24,64,38
2022-04-25,64,38
2022-04-26,64,38
2022-04-27,64,38
2022-04-28,64,38
2022-04-29,64,38
2022-04-30,64,38
2022-05-01,60,38
2022-05-02,60,38
2022-05-03,60,38
2022-05-04,60,38
2022-05-05,60,38
2022-05-06,60,38
2022-05-07,60,38
2022-05-08,69,49
2022-05-09,69,49
2022-05-10,69,49
2022-05-11,69,49
2022-05-12,69,49
2022-05-13,69,49
2022-05-14,69,49
2022-05-15,65,44
2022-05-16,65,44
2022-05-17,65,44
2022-05-18,65,44
2022-05-19,65,44
2022-05-20,65,44
2022-05-21,65,44
2022-05-22,62,39
2022-05-23,62,39
2022-05-24,62,39
2022-05-25,62,39
2022-05-26,62,39
2022-05-27,62,39
2022-05-28,62,39
2022-05-29,56,36
2022-05-30,56,36
2022-05-31,56,36
2022-06-01,56,36
2022-06-02,56,36
2022-06-03,56,36
2022-06-04,56,36
2022-06-05,62,38
2022-06-06,62,38
2022-06-07,62,38
2022-06-08,62,38
2022-06-09,62,38
2022-06-10,62,38
2022-06-11,62,38
2022-06-12,60,41
2022-06-13,60,41
2022-06-14,60,41
2022-06-15,60,41
2022-06-16,60,41
2022-06-17,60,41
2022-06-18,60,41
2022-06-19,56,39
2022-06-20,56,39
2022-06-21,56,39
2022-06-22,56,39
2022-06-23,56,39
2022-06-24,56,39
2022-06-25,56,39
2022-06-26,58,35
2022-06-27,58,35
2022-06-28,58,35
2022-06-29,58,35
2022-06-30,58,35
2022-07-01,58,35
2022-07-02,58,35
2022-07-03,54,34
2022-07-04,54,34
2022-07-05,54,34
2022-07-06,54,34
2022-07-07,54,34
2022-07-08,54,34
2022-07-09,54,34
2022-07-10,55,35
2022-07-11,55,35
2022-07-12,55,35
2022-07-13,55,35
2022-07-14,55,35
2022-07-15,55,35
2022-07-16,55,35
2022-07-17,64,36
2022-07-18,64,36
2022-07-19,64,36
2022-07-20,64,36
2022-07-21,64,36
2022-07-22,64,36
2022-07-23,64,36
2022-07-24,58,37
2022-07-25,58,37
2022-07-26,58,37
2022-07-27,58,37
2022-07-28,58,37
2022-07-29,58,37
2022-07-30,58,37
2022-07-31,59,34
2022-08-01,59,34
2022-08-02,59,34
2022-08-03,59,34
2022-08-04,59,34
2022-08-05,59,34
2022-08-06,59,34
2022-08-07,58,35
2022-08-08,58,35
2022-08-09,58,35
2022-08-10,58,35
2022-08-11,58,35
2022-08-12,58,35
2022-08-13,58,35
2022-08-14,63,36
2022-08-15,63,36
2022-08-16,63,36
2022-08-17,63,36
2022-08-18,63,36
2022-08-19,63,36
2022-08-20,63,36
2022-08-21,61,40
2022-08-22,61,40
2022-08-23,61,40
2022-08-24,61,40
2022-08-25,61,40
2022-08-26,61,40
2022-08-27,61,40
2022-08-28,55,38
2022-08-29,55,38
2022-08-30,55,38
2022-08-31,55,38
2022-09-01,55,38
2022-09-02,55,38
2022-09-03,55,38
2022-09-04,56,32
2022-09-05,56,32
2022-09-06,56,32
2022-09-07,56,32
2022-09-08,56,32
2022-09-09,56,32
2022-09-10,56,32
2022-09-11,64,37
2022-09-12,64,37
2022-09-13,64,37
2022-09-14,64,37
2022-09-15,64,37
2022-09-16,64,37
2022-09-17,64,37
2022-09-18,62,37
2022-09-19,62,37
2022-09-20,62,37
2022-09-21,62,37
2022-09-22,62,37
2022-09-23,62,37
2022-09-24,62,37
2022-09-25,62,35
2022-09-26,62,35
2022-09-27,62,35
2022-09-28,62,35
2022-09-29,62,35
2022-09-30,62,35
2022-10-01,62,35
2022-10-02,57,32
2022-10-03,57,32
2022-10-04,57,32
2022-10-05,57,32
2022-10-06,57,32
2022-10-07,57,32
2022-10-08,57,32
2022-10-09,62,34
2022-10-10,62,34
2022-10-11,62,34
2022-10-12,62,34
2022-10-13,62,34
2022-10-14,62,34
2022-10-15,62,34
2022-10-16,54,31
2022-10-17,54,31
2022-10-18,54,31
2022-10-19,54,31
2022-10-20,54,31
2022-10-21,54,31
2022-10-22,54,31
2022-10-23,52,29
2022-10-24,52,29
2022-10-25,52,29
2022-10-26,52,29
2022-10-27,52,29
2022-10-28,52,29
2022-10-29,52,29
2022-10-30,61,34
2022-10-31,61,34
2022-11-01,61,34
2022-11-02,61,34
2022-11-03,61,34
2022-11-04,61,34
2022-11-05,61,34
2022-11-06,60,36
2022-11-07,60,36
2022-11-08,60,36
2022-11-09,60,36
2022-11-10,60,36
2022-11-11,60,36
2022-11-12,60,36
2022-11-13,60,36
2022-11-14,60,36
2022-11-15,60,36
2022-11-16,60,36
2022-11-17,60,36
2022-11-18,60,36
2022-11-19,60,36
2022-11-20,51,28
2022-11-21,51,28
2022-11-22,51,28
2022-11-23,51,28
2022-11-24,51,28
2022-11-25,51,28
2022-11-26,51,28
2022-11-27,53,30
2022-11-28,53,30
2022-11-29,53,30
2022-11-30,53,30
2022-12-01,53,30
2022-12-02,53,30
2022-12-03,53,30
2022-12-04,48,32
2022-12-05,48,32
2022-12-06,48,32
2022-12-07,48,32
2022-12-08,48,32
2022-12-09,48,32
2022-12-10,48,32
2022-12-11,53,32
2022-12-12,53,32
2022-12-13,53,32
2022-12-14,53,32
2022-12-15,53,32
2022-12-16,53,32
2022-12-17,53,32
2022-12-18,50,35
2022-12-19,50,35
2022-12-20,50,35
2022-12-21,50,35
2022-12-22,50,35
2022-12-23,50,35
2022-12-24,50,35
2022-12-25,52,31
2022-12-26,52,31
2022-12-27,52,31
2022-12-28,52,31
2022-12-29,52,31
2022-12-30,52,31
2022-12-31,52,31
2023-01-01,55,34
2023-01-02,55,34
2023-01-03,55,34
2023-01-04,55,34
2023-01-05,55,34
2023-01-06,55,34
2023-01-07,55,34
2023-01-08,65,36
2023-01-09,65,36
2023-01-10,65,36
2023-01-11,65,36
2023-01-12,65,36
2023-01-13,65,36
2023-01-14,65,36
2023-01-15,64,37
2023-01-16,64,37
2023-01-17,64,37
2023-01-18,64,37
2023-01-19,64,37
2023-01-20,64,37
2023-01-21,64,37
2023-01-22,62,33
2023-01-23,62,33
2023-01-24,62,33
2023-01-25,62,33
2023-01-26,62,33
2023-01-27,62,33
2023-01-28,62,33
2023-01-29,67,36
2023-01-30,67,36
2023-01-31,67,36
2023-02-01,67,36
2023-02-02,67,36
2023-02-03,67,36
2023-02-04,67,36
2023-02-05,65,43
2023-02-06,65,43
2023-02-07,65,43
2023-02-08,65,43
2023-02-09,65,43
2023-02-10,65,43
2023-02-11,65,43
2023-02-12,55,32
2023-02-13,55,32
2023-02-14,55,32
2023-02-15,55,32
2023-02-16,55,32
2023-02-17,55,32
2023-02-18,55,32
2023-02-19,58,33
2023-02-20,58,33
2023-02-21,58,33
2023-02-22,58,33
2023-02-23,58,33
2023-02-24,58,33
2023-02-25,58,33
2023-02-26,58,35
2023-02-27,58,35
2023-02-28,58,35
2023-03-01,58,35
2023-03-02,58,35
2023-03-03,58,35
2023-03-04,58,35
2023-03-05,54,33
2023-03-06,54,33
2023-03-07,54,33
2023-03-08,54,33
2023-03-09,54,33
2023-03-10,54,33
2023-03-11,54,33
2023-03-12,58,36
2023-03-13,58,36
2023-03-14,58,36
2023-03-15,58,36
2023-03-16,58,36
2023-03-17,58,36
2023-03-18,58,36
2023-03-19,63,37
2023-03-20,63,37
2023-03-21,63,37
2023-03-22,63,37
2023-03-23,63,37
2023-03-24,63,37
2023-03-25,63,37
2023-03-26,55,33
2023-03-27,55,33
2023-03-28,55,33
2023-03-29,55,33
2023-03-30,55,33
2023-03-31,55,33
2023-04-01,55,33
2023-04-02,54,31
2023-04-03,54,31
2023-04-04,54,31
2023-04-05,54,31
2023-04-06,54,31
2023-04-07,54,31
2023-04-08,54,31
2023-04-09,58,34
2023-04-10,58,34
2023-04-11,58,34
2023-04-12,58,34
2023-04-13,58,34
2023-04-14,58,34
2023-04-15,58,34
2023-04-16,59,34
2023-04-17,59,34
2023-04-18,59,34
2023-04-19,59,34
2023-04-20,59,34
2023-04-21,59,34
2023-04-22,59,34
2023-04-23,56,33
2023-04-24,56,33
2023-04-25,56,33
2023-04-26,56,33
2023-04-27,56,33
2023-04-28,56,33
2023-04-29,56,33
2023-04-30,52,33
2023-05-01,52,33
2023-05-02,52,33
2023-05-03,52,33
2023-05-04,52,33
2023-05-05,52,33
2023-05-06,52,33
2023-05-07,56,34
2023-05-08,56,34
2023-05-09,56,34
2023-05-10,56,34
2023-05-11,56,34
2023-05-12,56,34
2023-05-13,56,34
2023-05-14,53,33
2023-05-15,53,33
2023-05-16,53,33
2023-05-17,53,33
2023-05-18,53,33
2023-05-19,53,33
2023-05-20,53,33
2023-05-21,53,33
2023-05-22,53,33
2023-05-23,53,33
2023-05-24,53,33
2023-05-25,53,33
2023-05-26,53,33
2023-05-27,53,33
2023-05-28,54,33
2023-05-29,54,33
2023-05-30,54,33
2023-05-31,54,33
2023-06-01,54,33
2023-06-02,54,33
2023-06-03,54,33
2023-06-04,63,36
2023-06-05,63,36
2023-06-06,63,36
2023-06-07,63,36
2023-06-08,63,36
2023-06-09,63,36
2023-06-10,63,36
2023-06-11,63,37
2023-06-12,63,37
2023-06-13,63,37
2023-06-14,63,37
2023-06-15,63,37
2023-06-16,63,37
2023-06-17,63,37
2023-06-18,60,37
2023-06-19,60,37
2023-06-20,60,37
2023-06-21,60,37
2023-06-22,60,37
2023-06-23,60,37
2023-06-24,60,37
2023-06-25,54,32
2023-06-26,54,32
2023-06-27,54,32
2023-06-28,54,32
2023-06-29,54,32
2023-06-30,54,32
2023-07-01,54,32
2023-07-02,63,37
2023-07-03,63,37
2023-07-04,63,37
2023-07-05,63,37
2023-07-06,63,37
2023-07-07,63,37
2023-07-08,63,37
2023-07-09,66,39
2023-07-10,66,39
2023-07-11,66,39
2023-07-12,66,39
2023-07-13,66,39
2023-07-14,66,39
2023-07-15,66,39
2023-07-16,70,40
2023-07-17,70,40
2023-07-18,70,40
2023-07-19,70,40
2023-07-20,70,40
2023-07-21,70,40
2023-07-22,70,40
2023-07-23,67,41
2023-07-24,67,41
2023-07-25,67,41
2023-07-26,67,41
2023-07-27,67,41
2023-07-28,67,41
2023-07-29,67,41
2023-07-30,71,42
2023-07-31,71,42
2023-08-01,71,42
2023-08-02,71,42
2023-08-03,71,42
2023-08-04,71,42
2023-08-05,71,42
2023-08-06,60,38
2023-08-07,60,38
2023-08-08,60,38
2023-08-09,60,38
2023-08-10,60,38
2023-08-11,60,38
2023-08-12,60,38
2023-08-13,70,44
2023-08-14,70,44
2023-08-15,70,44
2023-08-16,70,44
2023-08-17,70,44
2023-08-18,70,44
2023-08-19,70,44
2023-08-20,62,42
2023-08-21,62,42
2023-08-22,62,42
2023-08-23,62,42
2023-08-24,62,42
2023-08-25,62,42
2023-08-26,62,42
2023-08-27,64,39
2023-08-28,64,39
2023-08-29,64,39
2023-08-30,64,39
2023-08-31,64,39
2023-09-01,64,39
2023-09-02,64,39
2023-09-03,64,37
2023-09-04,64,37
2023-09-05,64,37
2023-09-06,64,37
2023-09-07,64,37
2023-09-08,64,37
2023-09-09,64,37
2023-09-10,66,40
2023-09-11,66,40
2023-09-12,66,40
2023-09-13,66,40
2023-09-14,66,40
2023-09-15,66,40
2023-09-16,66,40
2023-09-17,60,37
2023-09-18,60,37
2023-09-19,60,37
2023-09-20,60,37
2023-09-21,60,37
2023-09-22,60,37
2023-09-23,60,37
2023-09-24,62,37
2023-09-25,62,37
2023-09-26,62,37
2023-09-27,62,37
2023-09-28,62,37
2023-09-29,62,37
2023-09-30,62,37
2023-10-01,59,37
2023-10-02,59,37
2023-10-03,59,37
2023-10-04,59,37
2023-10-05,59,37
2023-10-06,59,37
2023-10-07,59,37
2023-10-08,57,31
2023-10-09,57,31
2023-10-10,57,31
2023-10-11,57,31
2023-10-12,57,31
2023-10-13,57,31
2023-10-14,57,31
2023-10-15,56,34
2023-10-16,56,34
2023-10-17,56,34
2023-10-18,56,34
2023-10-19,56,34
2023-10-20,56,34
2023-10-21,56,34
2023-10-22,58,34
2023-10-23,58,34
2023-10-24,58,34
2023-10-25,58,34
2023-10-26,58,34
2023-10-27,58,34
2023-10-28,58,34
2023-10-29,53,35
2023-10-30,53,35
2023-10-31,53,35
2023-11-01,53,35
2023-11-02,53,35
2023-11-03,53,35
2023-11-04,53,35
2023-11-05,64,34
2023-11-06,64,34
2023-11-07,64,34
2023-11-08,64,34
2023-11-09,64,34
2023-11-10,64,34
2023-11-11,64,34
2023-11-12,62,37
2023-11-13,62,37
2023-11-14,62,37
2023-11-15,62,37
2023-11-16,62,37
2023-11-17,62,37
2023-11-18,62,37
2023-11-19,67,33
2023-11-20,67,33
2023-11-21,67,33
2023-11-22,67,33
2023-11-23,67,33
2023-11-24,67,33
2023-11-25,67,33
2023-11-26,65,34
2023-11-27,65,34
2023-11-28,65,34
2023-11-29,65,34
2023-11-30,65,34
2023-12-01,65,34
2023-12-02,65,34
2023-12-03,71,36
2023-12-04,71,36
2023-12-05,71,36
2023-12-06,71,36
2023-12-07,71,36
2023-12-08,71,36
2023-12-09,71,36
2023-12-10,74,42
2023-12-11,74,42
2023-12-12,74,42
2023-12-13,74,42
2023-12-14,74,42
2023-12-15,74,42
2023-12-16,74,42
2023-12-17,72,41
2023-12-18,72,41
2023-12-19,72,41
2023-12-20,72,41
2023-12-21,72,41
2023-12-22,72,41
2023-12-23,72,41
2023-12-24,66,35
2023-12-25,66,35
2023-12-26,66,35
2023-12-27,66,35
2023-12-28,66,35
2023-12-29,66,35
2023-12-30,66,35
2023-12-31,71,40
2024-01-01,71,40
2024-01-02,71,40
2024-01-03,71,40
2024-01-04,71,40
2024-01-05,71,40
2024-01-06,71,40
2024-01-07,80,41
2024-01-08,80,41
2024-01-09,80,41
2024-01-10,80,41
2024-01-11,80,41
2024-01-12,80,41
2024-01-13,80,41
2024-01-14,76,44
2024-01-15,76,44
2024-01-16,76,44
2024-01-17,76,44
2024-01-18,76,44
2024-01-19,76,44
2024-01-20,76,44
2024-01-21,75,41
2024-01-22,75,41
2024-01-23,75,41
2024-01-24,75,41
2024-01-25,75,41
2024-01-26,75,41
2024-01-27,75,41
2024-01-28,78,41
2024-01-29,78,41
2024-01-30,78,41
2024-01-31,78,41
2024-02-01,78,41
2024-02-02,78,41
2024-02-03,78,41
2024-02-04,76,43
2024-02-05,76,43
2024-02-06,76,43
2024-02-07,76,43
2024-02-08,76,43
2024-02-09,76,43
2024-02-10,76,43
2024-02-11,81,48
2024-02-12,81,48
2024-02-13,81,48
2024-02-14,81,48
2024-02-15,81,48
2024-02-16,81,48
2024-02-17,81,48
2024-02-18,80,43
2024-02-19,80,43
2024-02-20,80,43
2024-02-21,80,43
2024-02-22,80,43
2024-02-23,80,43
2024-02-24,80,43
2024-02-25,87,47
2024-02-26,87,47
2024-02-27,87,47
2024-02-28,87,47
2024-02-29,87,47
2024-03-01,87,47
2024-03-02,87,47
2024-03-03,94,52
2024-03-04,94,52
2024-03-05,94,52
2024-03-06,94,52
2024-03-07,94,52
2024-03-08,94,52
2024-03-09,94,52
2024-03-10,90,52
2024-03-11,90,52
2024-03-12,90,52
2024-03-13,90,52
2024-03-14,90,52
2024-03-15,90,52
2024-03-16,90,52
2024-03-17,81,49
2024-03-18,81,49
2024-03-19,81,49
2024-03-20,81,49
2024-03-21,81,49
2024-03-22,81,49
2024-03-23,81,49
2024-03-24,77,41
2024-03-25,77,41
2024-03-26,77,41
2024-03-27,77,41
2024-03-28,77,41
2024-03-29,77,41
2024-03-30,77,41
2024-03-31,77,46
